Port1; Paket_No; Gonderme_Zamani; Basinc; Yukseklik; Inis_Hizi; Sicaklik; Pil_Gerilimi; RPM; GPS_Long; GPS_Lat; Pitch; Roll; Yaw; Donus_Sayisi; Takim_No; Statu;;
;55502;1; 21.07.2020 13:04:21;1009,21;33,7;3657;30,66;457;41;37;4; Beklemede;1,23;-0,51;0,65;315;0;1
;55502;1; 21.07.2020 13:04:18;1009,2;33,78;3657;30,66;457;41;37;4; Beklemede;1,32;-0,51;0,44;315;0;1
;55502;1; 21.07.2020 13:04:15;1009,15;34,15;3657;30,65;457;41;37;4; Beklemede;1,24;-0,51;0,45;315;0;1
;55502;1; 21.07.2020 13:04:12;1009,11;34,56;3657;30,64;457;41;37;4; Beklemede;1,24;-0,51;0,42;315;0;1
;55502;1; 21.07.2020 13:04:09;1009,14;34,26;3657;30,64;457;41;37;4; Beklemede;1,25;-0,51;0,44;315;0;1
;55502;1; 21.07.2020 13:04:06;1009,21;33,72;3657;30,65;457;41;37;4; Beklemede;1,29;-0,51;0,63;315;0;1
;55502;1; 21.07.2020 13:04:03;1009,16;34,1;3657;30,64;457;41;37;4; Beklemede;1,24;-0,51;0,62;315;0;1
;55502;1; 21.07.2020 13:04:00;1009,14;34,25;3657;30,65;457;41;37;4; Beklemede;1,28;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:03:56;1009,1;34,64;3657;30,64;457;41;37;4; Beklemede;1,3;-0,51;0,64;315;0;1
;55502;1; 21.07.2020 13:03:54;1009,17;34,28;3657;30,65;457;41;37;4; Beklemede;1,24;-0,51;0,58;315;0;1
;55502;1; 21.07.2020 13:03:50;1009,12;34,42;3657;30,65;457;41;37;4; Beklemede;1,25;-0,51;0,57;315;0;1
;55502;1; 21.07.2020 13:03:47;1009,1;34,57;3657;30,64;457;41;37;4; Beklemede;1,27;-0,51;0,49;315;0;1
;55502;1; 21.07.2020 13:03:44;1009,16;34,15;3657;30,64;457;41;37;4; Beklemede;1,27;-0,51;0,51;315;0;1
;55502;1; 21.07.2020 13:03:41;1009,12;34,44;3657;30,65;457;41;37;4; Beklemede;1,25;-0,51;0,56;315;0;1
;55502;1; 21.07.2020 13:03:38;1009,08;34,76;3657;30,65;457;41;37;4; Beklemede;1,22;-0,51;0,69;315;0;1
;55502;1; 21.07.2020 13:03:35;1009,18;33,9;3657;30,65;457;41;37;4; Beklemede;1,23;-0,51;0,62;315;0;1
;55502;1; 21.07.2020 13:03:32;1009,15;34,15;3657;30,65;457;41;37;4; Beklemede;1,24;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 13:03:29;1009,13;34,35;3657;30,65;457;41;37;4; Beklemede;1,11;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 13:03:26;1009,02;35,25;3657;30,65;457;41;37;4; Beklemede;1,25;-0,51;0,57;315;0;1
;55502;1; 21.07.2020 13:03:23;1009,06;34,91;3657;30,66;457;41;37;4; Beklemede;1,35;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:03:20;1009,23;33,55;3657;30,66;457;41;37;4; Beklemede;1,25;-0,51;0,57;315;0;1
;55502;1; 21.07.2020 13:03:17;1009,17;34;3657;30,66;457;41;37;4; Beklemede;1,26;-0,51;0,53;315;0;1
;55502;1; 21.07.2020 13:03:14;1009,16;34,05;3657;30,65;457;41;37;4; Beklemede;1,27;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:03:11;1009,05;34,99;3657;30,65;457;41;37;4; Beklemede;1,28;-0,51;0,65;315;0;1
;55502;1; 21.07.2020 13:03:08;1009,07;34,87;3657;30,65;457;41;37;4; Beklemede;1,27;-0,51;0,53;315;0;1
;55502;1; 21.07.2020 13:03:04;1009,08;34,8;3657;30,65;457;41;37;4; Beklemede;1,21;-0,51;0,54;315;0;1
;55502;1; 21.07.2020 13:03:02;1009,11;34,52;3657;30,66;457;41;37;4; Beklemede;1,2;-0,51;0,61;315;0;1
;55502;1; 21.07.2020 13:02:58;1009,13;34,4;3657;30,66;457;41;37;4; Beklemede;1,23;-0,51;0,48;315;0;1
;55502;1; 21.07.2020 13:02:56;1009,11;34,51;3657;30,66;457;41;37;4; Beklemede;1,34;-0,5;0,65;315;0;1
;55502;1; 21.07.2020 13:02:52;1009,08;34,77;3657;30,66;457;41;37;4; Beklemede;1,24;-0,51;0,83;315;0;1
;55502;1; 21.07.2020 13:02:49;1009,08;34,95;3657;30,66;457;41;37;4; Beklemede;1,3;-0,52;0,6;315;0;1
;55502;1; 21.07.2020 13:02:46;1009,08;34,78;3657;30,66;457;41;37;4; Beklemede;1,32;-0,52;0,51;315;0;1
;55502;1; 21.07.2020 13:02:43;1009,12;34,44;3657;30,66;457;41;37;4; Beklemede;1,29;-0,52;0,51;315;0;1
;55502;1; 21.07.2020 13:02:40;1009,1;34,57;3657;30,65;457;41;37;4; Beklemede;1,28;-0,51;0,5;315;0;1
;55502;1; 21.07.2020 13:02:37;1009,13;34,34;3657;30,65;457;41;37;4; Beklemede;1,29;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 13:02:34;1009,11;34,54;3657;30,64;457;41;37;4; Beklemede;1,25;-0,52;0,56;315;0;1
;55502;1; 21.07.2020 13:02:31;1009,05;35,03;3657;30,63;457;41;37;4; Beklemede;1,22;-0,51;0,49;315;0;1
;55502;1; 21.07.2020 13:02:28;1009,07;34,9;3657;30,62;457;41;37;4; Beklemede;1,31;-0,52;0,6;315;0;1
;55502;1; 21.07.2020 13:02:25;1009,09;34,71;3657;30,65;457;41;37;4; Beklemede;1,24;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:02:22;1009,07;34,84;3657;30,62;457;41;37;4; Beklemede;1,25;-0,51;0,56;315;0;1
;55502;1; 21.07.2020 13:02:19;1009,12;34,46;3657;30,63;457;41;37;4; Beklemede;1,25;-0,51;0,64;315;0;1
;55502;1; 21.07.2020 13:02:16;1009,18;33,96;3657;30,63;457;41;37;4; Beklemede;1,31;-0,52;0,51;315;0;1
;55502;1; 21.07.2020 13:02:12;1009,12;34,48;3657;30,63;457;41;37;4; Beklemede;1,29;-0,52;0,62;315;0;1
;55502;1; 21.07.2020 13:02:10;1009,05;35;3657;30,62;457;41;37;4; Beklemede;1,15;-0,52;0,52;315;0;1
;55502;1; 21.07.2020 13:02:06;1009,07;34,89;3657;30,62;457;41;37;4; Beklemede;1,33;-0,52;0,58;315;0;1
;55502;1; 21.07.2020 13:02:04;1009,11;34,51;3657;30,62;457;41;37;4; Beklemede;1,17;-0,52;0,64;315;0;1
;55502;1; 21.07.2020 13:02:00;1009,08;34,68;3657;30,62;457;41;37;4; Beklemede;1,24;-0,52;0,49;315;0;1
;55502;1; 21.07.2020 13:01:57;1009,1;34,65;3657;30,62;457;41;37;4; Beklemede;1,3;-0,52;0,46;315;0;1
;55502;1; 21.07.2020 13:01:54;1009,11;34,56;3657;30,62;457;41;37;4; Beklemede;1,25;-0,52;0,54;315;0;1
;55502;1; 21.07.2020 13:01:51;1009,08;34,81;3657;30,62;457;41;37;4; Beklemede;1,23;-0,52;0,55;315;0;1
;55502;1; 21.07.2020 13:01:48;1009,14;34,24;3657;30,63;457;41;37;4; Beklemede;1,27;-0,52;0,48;315;0;1
;55502;1; 21.07.2020 13:01:45;1009,11;34,53;3657;30,62;457;41;37;4; Beklemede;1,21;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 13:01:42;1009,12;34,45;3657;30,62;457;41;37;4; Beklemede;1,24;-0,52;0,57;315;0;1
;55502;1; 21.07.2020 13:01:39;1009,11;34,49;3657;30,62;457;41;37;4; Beklemede;1,23;-0,51;0,46;315;0;1
;55502;1; 21.07.2020 13:01:36;1008,97;35,58;3657;30,62;457;41;37;4; Beklemede;1,2;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 13:01:33;1009,06;34,96;3657;30,63;457;41;37;4; Beklemede;1,23;-0,51;0,59;315;0;1
;55502;1; 21.07.2020 13:01:30;1009,1;34,62;3657;30,62;457;41;37;4; Beklemede;1,3;-0,51;0,56;315;0;1
;55502;1; 21.07.2020 13:01:27;1009,05;34,99;3657;30,62;457;41;37;4; Beklemede;1,17;-0,52;0,54;315;0;1
;55502;1; 21.07.2020 13:01:24;1009,18;33,97;3657;30,63;457;41;37;4; Beklemede;1,21;-0,51;0,59;315;0;1
;55502;1; 21.07.2020 13:01:20;1009,11;34,5;3657;30,63;457;41;37;4; Beklemede;1,16;-0,51;0,62;315;0;1
;55502;1; 21.07.2020 13:01:18;1009,08;34,74;3657;30,63;457;41;37;4; Beklemede;1,3;-0,52;0,39;315;0;1
;55502;1; 21.07.2020 13:01:14;1009,2;33,8;3657;30,63;457;41;37;4; Beklemede;1,18;-0,51;0,65;315;0;1
;55502;1; 21.07.2020 13:01:12;1009,17;34,02;3657;30,63;457;41;37;4; Beklemede;1,22;-0,52;0,46;315;0;1
;55502;1; 21.07.2020 13:01:08;1009,14;34,26;3657;30,64;457;41;37;4; Beklemede;1,22;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 13:01:05;1009,08;34,78;3657;30,64;457;41;37;4; Beklemede;1,24;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 13:01:02;1009,1;34,6;3657;30,64;457;41;37;4; Beklemede;1,25;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:00:59;1009,07;34,84;3657;30,65;457;41;37;4; Beklemede;1,28;-0,51;0,5;315;0;1
;55502;1; 21.07.2020 13:00:56;1009,07;34,88;3657;30,66;457;41;37;4; Beklemede;1,29;-0,51;0,39;315;0;1
;55502;1; 21.07.2020 13:00:53;1009,02;35,27;3657;30,65;457;41;37;4; Beklemede;1,27;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:00:50;1009,06;34,94;3657;30,65;457;41;37;4; Beklemede;1,17;-0,51;0,54;315;0;1
;55502;1; 21.07.2020 13:00:47;1009,13;34,35;3657;30,64;457;41;37;4; Beklemede;1,26;-0,51;0,51;315;0;1
;55502;1; 21.07.2020 13:00:44;1009,21;33,71;3657;30,63;457;41;37;4; Beklemede;1,27;-0,52;0,57;315;0;1
;55502;1; 21.07.2020 13:00:41;1009,08;34,79;3657;30,63;457;41;37;4; Beklemede;1,26;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 13:00:38;1009,03;35,16;3657;30,63;457;41;37;4; Beklemede;1,17;-0,51;0,51;315;0;1
;55502;1; 21.07.2020 13:00:35;1009,04;35,11;3657;30,63;457;41;37;4; Beklemede;1,22;-0,51;0,51;315;0;1
;55502;1; 21.07.2020 13:00:32;1009,08;34,81;3657;30,62;457;41;37;4; Beklemede;1,35;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 13:00:28;1009,16;34,15;3657;30,63;457;41;37;4; Beklemede;1,33;-0,51;0,51;315;0;1
;55502;1; 21.07.2020 13:00:26;1009,09;34,73;3657;30,64;457;41;37;4; Beklemede;1,23;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 13:00:22;1009,09;34,67;3657;30,65;457;41;37;4; Beklemede;1,17;-0,52;0,54;315;0;1
;55502;1; 21.07.2020 13:00:19;1009,1;34,58;3657;30,65;457;41;37;4; Beklemede;1,27;-0,52;0,4;315;0;1
;55502;1; 21.07.2020 13:00:16;1009,06;34,94;3657;30,65;457;41;37;4; Beklemede;1,17;-0,51;0,57;315;0;1
;55502;1; 21.07.2020 13:00:13;1009,13;34,33;3657;30,65;457;41;37;4; Beklemede;1,26;-0,52;0,56;315;0;1
;55502;1; 21.07.2020 13:00:10;1009,14;34,29;3657;30,65;457;41;37;4; Beklemede;1,22;-0,51;0,53;315;0;1
;55502;1; 21.07.2020 13:00:07;1009,14;34,3;3657;30,65;457;41;37;4; Beklemede;1,18;-0,51;0,55;315;0;1
;55502;1; 21.07.2020 13:00:04;1009,08;34,74;3657;30,66;457;41;37;4; Beklemede;1,26;-0,51;0,48;315;0;1
;55502;1; 21.07.2020 13:00:01;1009,14;34,28;3657;30,65;457;41;37;4; Beklemede;1,24;-0,51;0,52;315;0;1
;55502;1; 21.07.2020 12:59:58;1009,12;34,47;3657;30,65;457;41;37;4; Beklemede;1,18;-0,52;0,67;315;0;1
;55502;1; 21.07.2020 12:59:55;1009,14;34,25;3657;30,65;457;41;37;4; Beklemede;1,3;-0,51;0,62;315;0;1
;55502;1; 21.07.2020 12:59:52;1009,05;35;3657;30,65;457;41;37;4; Beklemede;1,19;-0,52;0,68;315;0;1
;55502;1; 21.07.2020 12:59:49;1009,13;34,38;3657;30,65;457;41;37;4; Beklemede;1,32;-0,52;0,44;315;0;1
;55502;1; 21.07.2020 12:59:46;1009,08;34,77;3657;30,65;457;41;37;4; Beklemede;1,21;-0,52;0,55;315;0;1
;55502;1; 21.07.2020 12:59:43;1009,25;33,38;3657;30,65;457;41;37;4; Beklemede;1,3;-0,51;0,57;315;0;1
;55502;1; 21.07.2020 12:59:40;1009,16;34,12;3657;30,65;457;41;37;4; Beklemede;1,25;-0,51;0,58;315;0;1
;55502;1; 21.07.2020 12:59:36;1009,2;33,82;3657;30,66;457;41;37;4; Beklemede;1,29;-0,51;0,59;315;0;1
;55502;1; 21.07.2020 12:59:34;1009,14;34,29;3657;30,66;457;41;37;4; Beklemede;1,26;-0,51;0,56;315;0;1
;55502;1; 21.07.2020 12:59:30;1009,04;35,14;3657;30,66;457;41;37;4; Beklemede;1,18;-0,51;0,69;315;0;1
;55502;1; 21.07.2020 12:59:27;1009,03;35,23;3657;30,66;457;41;37;4; Beklemede;1,24;-0,51;0,6;315;0;1
;55502;1; 21.07.2020 12:59:24;1009,1;34,58;3657;30,67;457;41;37;4; Beklemede;1,3;-0,51;0,56;315;0;1
;55502;1; 21.07.2020 12:59:21;1009,07;34,89;3657;30,65;457;41;37;4; Beklemede;1,23;-0,52;0,51;315;0;1
;55502;1; 21.07.2020 12:59:18;1009,11;34,53;3657;30,65;457;41;37;4; Beklemede;1,31;-0,51;0,5;315;0;1
;55502;1; 21.07.2020 12:59:15;1009,08;34,79;3657;30,64;457;41;37;4; Beklemede;1,32;-0,51;0,67;315;0;1
;55502;1; 21.07.2020 12:59:12;1009,1;34,57;3657;30,65;457;41;37;4; Beklemede;1,18;-0,52;0,61;315;0;1
;55502;1; 21.07.2020 12:59:09;1009,12;34,46;3657;30,65;457;41;37;4; Beklemede;1,2;-0,52;0,62;315;0;1
;55502;1; 21.07.2020 12:59:06;1009,1;34,61;3657;30,64;457;41;37;4; Beklemede;1,2;-0,52;0,56;315;0;1
;55502;1; 21.07.2020 12:59:03;1009,06;34,98;3657;30,64;457;41;37;4; Beklemede;1,19;-0,52;0,62;315;0;1
;55502;1; 21.07.2020 12:59:00;1009,06;34,97;3657;30,64;457;41;37;4; Beklemede;1,24;-0,51;0,54;315;0;1
;55502;1; 21.07.2020 12:58:57;1009,07;34,88;3657;30,63;457;41;37;4; Beklemede;1,21;-0,52;0,51;315;0;1
;55502;1; 21.07.2020 12:58:54;1009,07;34,83;3657;30,63;457;41;37;4; Beklemede;1,25;-0,52;0,61;315;0;1
;55502;1; 21.07.2020 12:58:51;1009,09;34,67;3657;30,62;457;41;37;4; Beklemede;1,2;-0,52;0,45;315;0;1
;55502;1; 21.07.2020 12:58:48;1009,12;34,42;3657;30,62;457;41;37;4; Beklemede;1,28;-0,52;0,43;315;0;1
;55502;1; 21.07.2020 12:58:44;1009,07;34,89;3657;30,61;457;41;37;4; Beklemede;1,27;-0,52;0,56;315;0;1
;55502;1; 21.07.2020 12:58:42;1009,05;35,07;3657;30,61;457;41;37;4; Beklemede;1,23;-0,52;0,53;315;0;1
;55502;1; 21.07.2020 12:58:38;1009,13;34,35;3657;30,62;457;41;37;4; Beklemede;1,18;-0,52;0,68;315;0;1
;55502;1; 21.07.2020 12:58:35;1009,14;34,24;3657;30,61;457;41;37;4; Beklemede;1,29;-0,52;0,67;315;0;1
;55502;1; 21.07.2020 12:58:32;1009,08;34,74;3657;30,62;457;41;37;4; Beklemede;1,17;-0,52;0,57;315;0;1
;55502;1; 21.07.2020 12:58:29;1009,05;35;3657;30,62;457;41;37;4; Beklemede;1,31;-0,52;0,42;315;0;1
;55502;1; 21.07.2020 12:58:26;1009,06;34,95;3657;30,62;457;41;37;4; Beklemede;1,14;-0,52;0,59;315;0;1
;55502;1; 21.07.2020 12:58:23;1009,13;34,39;3657;30,63;457;41;37;4; Beklemede;1,16;-0,52;0,48;315;0;1
;55502;1; 21.07.2020 12:58:20;1009,07;34,83;3657;30,63;457;41;37;4; Beklemede;1,27;-0,52;0,56;315;0;1
;55502;1; 21.07.2020 12:58:17;1009,02;35,32;3657;30,62;457;41;37;4; Beklemede;1,55;-0,49;0,26;315;0;1
;55502;1; 21.07.2020 12:58:14;1009,07;34,85;3657;30,62;457;41;37;4; Beklemede;1,17;-0,46;0,5;315;0;1
;55502;1; 21.07.2020 12:58:11;1009,09;34,72;3657;30,62;457;41;37;4; Beklemede;1,27;-0,46;0,56;315;0;1
;55502;1; 21.07.2020 12:58:08;1009,06;34,9;3657;30,63;457;41;37;4; Beklemede;1,23;-0,46;0,44;315;0;1
;55502;1; 21.07.2020 12:58:05;1009,08;34,74;3657;30,64;457;41;37;4; Beklemede;1,25;-0,46;0,58;315;0;1
;55502;1; 21.07.2020 12:58:02;1009,16;34,13;3657;30,64;457;41;37;4; Beklemede;1,28;-0,46;0,38;315;0;1
;55502;1; 21.07.2020 12:57:59;1009,08;34,8;3657;30,65;457;41;37;4; Beklemede;1,2;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:57:56;1009,09;34,73;3657;30,64;457;41;37;4; Beklemede;1,29;-0,46;0,54;315;0;1
;55502;1; 21.07.2020 12:57:52;1009,06;34,93;3657;30,65;457;41;37;4; Beklemede;1,32;-0,46;0,54;315;0;1
;55502;1; 21.07.2020 12:57:50;1009,01;35,38;3657;30,65;457;41;37;4; Beklemede;1,24;-0,46;0,65;315;0;1
;55502;1; 21.07.2020 12:57:46;1009,04;35,12;3657;30,66;457;41;37;4; Beklemede;1,28;-0,46;0,51;315;0;1
;55502;1; 21.07.2020 12:57:43;1009,09;34,66;3657;30,66;457;41;37;4; Beklemede;1,31;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:57:40;1009,2;33,78;3657;30,66;457;41;37;4; Beklemede;1,18;-0,46;0,65;315;0;1
;55502;1; 21.07.2020 12:57:37;1009,1;34,63;3657;30,66;457;41;37;4; Beklemede;1,18;-0,46;0,6;315;0;1
;55502;1; 21.07.2020 12:57:34;1009,1;34,59;3657;30,67;457;41;37;4; Beklemede;1,2;-0,46;0,67;315;0;1
;55502;1; 21.07.2020 12:57:31;1009,07;34,88;3657;30,68;457;41;37;4; Beklemede;1,34;-0,46;0,51;315;0;1
;55502;1; 21.07.2020 12:57:28;1009,09;34,67;3657;30,68;457;41;37;4; Beklemede;1,16;-0,46;0,53;315;0;1
;55502;1; 21.07.2020 12:57:25;1009,06;34,96;3657;30,68;457;41;37;4; Beklemede;1,27;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:57:22;1009,06;34,97;3657;30,69;457;41;37;4; Beklemede;1,21;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:57:19;1009,07;34,87;3657;30,7;457;41;37;4; Beklemede;1,22;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:57:16;1009,05;35,05;3657;30,69;457;41;37;4; Beklemede;1,25;-0,46;0,46;315;0;1
;55502;1; 21.07.2020 12:57:13;1009,06;34,92;3657;30,7;457;41;37;4; Beklemede;1,25;-0,46;0,52;315;0;1
;55502;1; 21.07.2020 12:57:10;1009;35,44;3657;30,72;457;41;37;4; Beklemede;1,26;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:57:07;1009,08;34,76;3657;30,72;457;41;37;4; Beklemede;1,16;-0,46;0,74;315;0;1
;55502;1; 21.07.2020 12:57:04;1009,12;34,46;3657;30,72;457;41;37;4; Beklemede;1,27;-0,46;0,65;315;0;1
;55502;1; 21.07.2020 12:57:00;1009,09;34,71;3657;30,74;457;41;37;4; Beklemede;1,22;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:56:58;1009,05;35,04;3657;30,74;457;41;37;4; Beklemede;1,19;-0,46;0,72;315;0;1
;55502;1; 21.07.2020 12:56:54;1009,06;34,99;3657;30,74;457;41;37;4; Beklemede;1,18;-0,46;0,6;315;0;1
;55502;1; 21.07.2020 12:56:51;1009,01;35,39;3657;30,74;457;41;37;4; Beklemede;1,2;-0,46;0,59;315;0;1
;55502;1; 21.07.2020 12:56:48;1009,04;35,13;3657;30,76;457;41;37;4; Beklemede;1,24;-0,46;0,62;315;0;1
;55502;1; 21.07.2020 12:56:45;1009,01;35,37;3657;30,73;457;41;37;4; Beklemede;1,28;-0,46;0,63;315;0;1
;55502;1; 21.07.2020 12:56:42;1009,05;35,07;3657;30,72;457;41;37;4; Beklemede;1,21;-0,46;0,59;315;0;1
;55502;1; 21.07.2020 12:56:39;1009,05;35,05;3657;30,73;457;41;37;4; Beklemede;1,19;-0,46;0,66;315;0;1
;55502;1; 21.07.2020 12:56:36;1009;35,47;3657;30,74;457;41;37;4; Beklemede;1,34;-0,46;0,52;315;0;1
;55502;1; 21.07.2020 12:56:33;1009,08;34,79;3657;30,75;457;41;37;4; Beklemede;1,26;-0,46;0,66;315;0;1
;55502;1; 21.07.2020 12:56:30;1009,11;34,51;3657;30,76;457;41;37;4; Beklemede;1,26;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:56:27;1009,06;34,91;3657;30,76;457;41;37;4; Beklemede;1,3;-0,46;0,48;315;0;1
;55502;1; 21.07.2020 12:56:24;1009,11;34,55;3657;30,75;457;41;37;4; Beklemede;1,27;-0,46;0,47;315;0;1
;55502;1; 21.07.2020 12:56:21;1008,99;35,52;3657;30,75;457;41;37;4; Beklemede;1,24;-0,46;0,66;315;0;1
;55502;1; 21.07.2020 12:56:18;1009,05;35,04;3657;30,75;457;41;37;4; Beklemede;1,25;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:56:14;1009,03;35,3;3657;30,75;457;41;37;4; Beklemede;1,23;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:56:12;1009,01;35,32;3657;30,76;457;41;37;4; Beklemede;1,21;-0,46;0,58;315;0;1
;55502;1; 21.07.2020 12:56:08;1009,06;34,95;3657;30,77;457;41;37;4; Beklemede;1,22;-0,46;0,47;315;0;1
;55502;1; 21.07.2020 12:56:06;1009,1;34,58;3657;30,78;457;41;37;4; Beklemede;1,27;-0,46;0,5;315;0;1
;55502;1; 21.07.2020 12:56:02;1009,07;34,89;3657;30,78;457;41;37;4; Beklemede;1,26;-0,46;0,58;315;0;1
;55502;1; 21.07.2020 12:55:59;1009,05;35,07;3657;30,78;457;41;37;4; Beklemede;1,22;-0,46;0,52;315;0;1
;55502;1; 21.07.2020 12:55:56;1009,05;35,05;3657;30,79;457;41;37;4; Beklemede;1,24;-0,46;0,6;315;0;1
;55502;1; 21.07.2020 12:55:53;1009,03;35,16;3657;30,79;457;41;37;4; Beklemede;1,34;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:55:50;1009,06;34,98;3657;30,79;457;41;37;4; Beklemede;1,13;-0,46;0,45;315;0;1
;55502;1; 21.07.2020 12:55:47;1009,01;35,36;3657;30,79;457;41;37;4; Beklemede;1,31;-0,46;0,48;315;0;1
;55502;1; 21.07.2020 12:55:44;1009,03;35,16;3657;30,81;457;41;37;4; Beklemede;1,28;-0,46;0,54;315;0;1
;55502;1; 21.07.2020 12:55:41;1009,05;34,99;3657;30,81;457;41;37;4; Beklemede;1,21;-0,46;0,67;315;0;1
;55502;1; 21.07.2020 12:55:38;1009,09;34,67;3657;30,8;457;41;37;4; Beklemede;1,19;-0,46;0,54;315;0;1
;55502;1; 21.07.2020 12:55:35;1009,03;35,2;3657;30,81;457;41;37;4; Beklemede;1,23;-0,46;0,4;315;0;1
;55502;1; 21.07.2020 12:55:32;1009,06;34,95;3657;30,79;457;41;37;4; Beklemede;1,16;-0,46;0,5;315;0;1
;55502;1; 21.07.2020 12:55:29;1009,04;35,09;3657;30,79;457;41;37;4; Beklemede;1,25;-0,46;0,59;315;0;1
;55502;1; 21.07.2020 12:55:26;1009,04;35,13;3657;30,78;457;41;37;4; Beklemede;1,22;-0,46;0,66;315;0;1
;55502;1; 21.07.2020 12:55:22;1009,03;35,17;3657;30,78;457;41;37;4; Beklemede;1,33;-0,46;0,43;315;0;1
;55502;1; 21.07.2020 12:55:20;1009;35,41;3657;30,78;457;41;37;4; Beklemede;1,26;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:55:16;1009,01;35,39;3657;30,78;457;41;37;4; Beklemede;1,2;-0,46;0,5;315;0;1
;55502;1; 21.07.2020 12:55:14;1009,05;35,07;3657;30,78;457;41;37;4; Beklemede;1,31;-0,46;0,58;315;0;1
;55502;1; 21.07.2020 12:55:10;1009,09;34,73;3657;30,78;457;41;37;4; Beklemede;1,24;-0,46;0,56;315;0;1
;55502;1; 21.07.2020 12:55:07;1009,06;34,98;3657;30,77;457;41;37;4; Beklemede;1,22;-0,46;0,7;315;0;1
;55502;1; 21.07.2020 12:55:04;1009,08;34,79;3657;30,78;457;41;37;4; Beklemede;1,21;-0,46;0,54;315;0;1
;55502;1; 21.07.2020 12:55:01;1009,05;35;3657;30,77;457;41;37;4; Beklemede;1,25;-0,46;0,59;315;0;1
;55502;1; 21.07.2020 12:54:58;1009,04;35,15;3657;30,77;457;41;37;4; Beklemede;1,21;-0,46;0,6;315;0;1
;55502;1; 21.07.2020 12:54:55;1008,97;35,73;3657;30,77;457;41;37;4; Beklemede;1,28;-0,46;0,52;315;0;1
;55502;1; 21.07.2020 12:54:52;1008,99;35,17;3657;30,77;457;41;37;4; Beklemede;1,21;-0,46;0,61;315;0;1
;55502;1; 21.07.2020 12:54:49;1009,04;35,11;3657;30,77;457;41;37;4; Beklemede;1,22;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:54:46;1009,06;34,97;3657;30,77;457;41;37;4; Beklemede;1,27;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:54:43;1009,06;34,96;3657;30,78;457;41;37;4; Beklemede;1,25;-0,46;0,41;315;0;1
;55502;1; 21.07.2020 12:54:40;1008,96;35,8;3657;30,77;457;41;37;4; Beklemede;1,17;-0,46;0,58;315;0;1
;55502;1; 21.07.2020 12:54:37;1008,98;35,57;3657;30,78;457;41;37;4; Beklemede;1,23;-0,46;0,56;315;0;1
;55502;1; 21.07.2020 12:54:34;1009;35,44;3657;30,77;457;41;37;4; Beklemede;1,23;-0,46;0,57;315;0;1
;55502;1; 21.07.2020 12:54:30;1008,95;35,83;3657;30,78;457;41;37;4; Beklemede;1,24;-0,46;0,63;315;0;1
;55502;1; 21.07.2020 12:54:28;1009,05;35,04;3657;30,8;457;41;37;4; Beklemede;1,24;-0,46;0,53;315;0;1
;55502;1; 21.07.2020 12:54:24;1009,1;34,58;3657;30,78;457;41;37;4; Beklemede;1,28;-0,46;0,49;315;0;1
;55502;1; 21.07.2020 12:54:22;1008,98;35,6;3657;30,76;457;41;37;4; Beklemede;1,23;-0,46;0,52;315;0;1
;55502;1; 21.07.2020 12:54:18;1009,01;35,39;3657;30,76;457;41;37;4; Beklemede;1,28;-0,46;0,37;315;0;1
;55502;1; 21.07.2020 12:54:15;1009,03;35,22;3657;30,78;457;41;37;4; Beklemede;1,21;-0,46;0,53;315;0;1
;55502;1; 21.07.2020 12:54:12;1009,11;34,53;3657;30,77;457;41;37;4; Beklemede;1,24;-0,46;0,51;315;0;1
;55502;1; 21.07.2020 12:54:09;1008,98;35,6;3657;30,78;457;41;37;4; Beklemede;1,28;-0,46;0,55;315;0;1
